DateTime,RequestId,MajorVersion,MinorVersion,BuildVersion,RevisionVersion,ClientRequestId,Protocol,UrlHost,UrlStem,ProtocolAction,AuthenticationType,IsAuthenticated,AuthenticatedUser,Organization,AnchorMailbox,UserAgent,ClientIpAddress,ServerHostName,HttpStatus,BackEndStatus,ErrorCode,Method,ProxyAction,TargetServer,TargetServerVersion,RoutingType,RoutingHint,BackEndCookie,ServerLocatorHost,ServerLocatorLatency,RequestBytes,ResponseBytes,TargetOutstandingRequests,AuthModulePerfContext,HttpPipelineLatency,CalculateTargetBackEndLatency,GlsLatencyBreakup,TotalGlsLatency,AccountForestLatencyBreakup,TotalAccountForestLatency,ResourceForestLatencyBreakup,TotalResourceForestLatency,ADLatency,SharedCacheLatencyBreakup,TotalSharedCacheLatency,ActivityContextLifeTime,ModuleToHandlerSwitchingLatency,ClientReqStreamLatency,BackendReqInitLatency,BackendReqStreamLatency,BackendProcessingLatency,BackendRespInitLatency,BackendRespStreamLatency,ClientRespStreamLatency,KerberosAuthHeaderLatency,HandlerCompletionLatency,RequestHandlerLatency,HandlerToModuleSwitchingLatency,ProxyTime,CoreLatency,RoutingLatency,HttpProxyOverhead,TotalRequestTime,RouteRefresherLatency,UrlQuery,BackEndGenericInfo,GenericInfo,GenericErrors,EdgeTraceId,DatabaseGuid,UserADObjectGuid,PartitionEndpointLookupLatency,RoutingStatus
#Software: Microsoft Exchange Server
#Version: 15.01.2507.006
#Log-type: HttpProxy Logs
#Date: 2024-10-29T00:27:47.768Z
#Fields: DateTime,RequestId,MajorVersion,MinorVersion,BuildVersion,RevisionVersion,ClientRequestId,Protocol,UrlHost,UrlStem,ProtocolAction,AuthenticationType,IsAuthenticated,AuthenticatedUser,Organization,AnchorMailbox,UserAgent,ClientIpAddress,ServerHostName,HttpStatus,BackEndStatus,ErrorCode,Method,ProxyAction,TargetServer,TargetServerVersion,RoutingType,RoutingHint,BackEndCookie,ServerLocatorHost,ServerLocatorLatency,RequestBytes,ResponseBytes,TargetOutstandingRequests,AuthModulePerfContext,HttpPipelineLatency,CalculateTargetBackEndLatency,GlsLatencyBreakup,TotalGlsLatency,AccountForestLatencyBreakup,TotalAccountForestLatency,ResourceForestLatencyBreakup,TotalResourceForestLatency,ADLatency,SharedCacheLatencyBreakup,TotalSharedCacheLatency,ActivityContextLifeTime,ModuleToHandlerSwitchingLatency,ClientReqStreamLatency,BackendReqInitLatency,BackendReqStreamLatency,BackendProcessingLatency,BackendRespInitLatency,BackendRespStreamLatency,ClientRespStreamLatency,KerberosAuthHeaderLatency,HandlerCompletionLatency,RequestHandlerLatency,HandlerToModuleSwitchingLatency,ProxyTime,CoreLatency,RoutingLatency,HttpProxyOverhead,TotalRequestTime,RouteRefresherLatency,UrlQuery,BackEndGenericInfo,GenericInfo,GenericErrors,EdgeTraceId,DatabaseGuid,UserADObjectGuid,PartitionEndpointLookupLatency,RoutingStatus
2024-10-29T00:27:47.759Z,d5e3e14b-f7e0-4b72-90d8-8a06da2ec7a6,15,1,2507,6,,Autodiscover,localhost,/AutoDiscover/,,,false,,,,AMProbe/Local/ClientAccess,::1,WIN-E7TT5KNP0R1,401,,,GET,,,,,,,,,0,,,,,,,,,,,,,,,649,,,,,,,,,,,,,,656,,656,660,,,,BeginRequest=2024-10-29T00:27:47.117Z;CorrelationID=<empty>;OnAuthenticate=214;SharedCacheGuard=0;AnonymousRequestFilterModule=AutodiscoverEwsDiscovery;EndRequest=2024-10-29T00:27:47.759Z;S:ServiceLatencyMetadata.AuthModuleLatency=351;I32:VCGS.C[WIN-E7TT5KNP0R1]=2;Dbl:VCGS.T[WIN-E7TT5KNP0R1]=0;I32:ADS.C[WIN-E7TT5KNP0R1]=1;F:ADS.AL[WIN-E7TT5KNP0R1]=0.5792097;Dbl:ADB.T[WIN-E7TT5KNP0R1.Projet.ma]=2,,,,,,
2024-10-29T00:27:48.597Z,308e0a03-f842-4fcd-9fd5-d26afe6f1263,15,1,2507,6,,Autodiscover,localhost,/AutoDiscover/,,Negotiate,true,PROJET\HealthMailboxcbd58cc,,Sid~S-1-5-21-451835877-3134526803-406827064-1134,AMProbe/Local/ClientAccess,127.0.0.1,WIN-E7TT5KNP0R1,200,,,GET,Proxy,win-e7tt5knp0r1.projet.ma,15.01.2507.000,IntraForest,WindowsIdentity,,,61,0,,,,108,392,0;,0,18;,18,6;7;,13,31,,0,538,1,,,,,,,,,12,417,11,,429,,537,537,,,,BeginRequest=2024-10-29T00:27:48.060Z;CorrelationID=<empty>;ProxyState-Run=None;RemapHandler=107;AccountForestGuard_Projet.ma=1;ServerLocatorCall=DM:10791a46-eb25-4734-97eb-95c9409a9363~~Projet.ma;FEAuth=BEVersion-1942063563;ProxyState-Complete=PrepareServerRequest;SharedCacheGuard=0;EndRequest=2024-10-29T00:27:48.597Z;I32:VCGS.C[WIN-E7TT5KNP0R1]=20;I32:ADS.C[WIN-E7TT5KNP0R1]=4;F:ADS.AL[WIN-E7TT5KNP0R1]=1.139163;Dbl:VCGS.T[WIN-E7TT5KNP0R1]=0;I32:ATE.C[WIN-E7TT5KNP0R1.Projet.ma]=5;F:ATE.AL[WIN-E7TT5KNP0R1.Projet.ma]=0.8;I32:ADR.C[WIN-E7TT5KNP0R1]=1;F:ADR.AL[WIN-E7TT5KNP0R1]=1.234691,,,|RoutingDB:10791a46-eb25-4734-97eb-95c9409a9363,,,CafeV1
2024-10-29T00:28:33.162Z,8c6ff55a-cc3d-40ad-81af-8d5eef3fbdb6,15,1,2507,6,,Autodiscover,localhost,/AutoDiscover/,,Negotiate,true,PROJET\HealthMailboxcbd58cc,,Sid~S-1-5-21-451835877-3134526803-406827064-1134,AMProbe/Local/ClientAccess,::1,WIN-E7TT5KNP0R1,200,,,GET,Proxy,win-e7tt5knp0r1.projet.ma,15.01.2507.000,IntraForest,WindowsIdentity,,,,0,,,,1,1,,0,,0,,0,0,,0,3,0,,,,,,,,,0,1,0,,1,,2,2,,,,BeginRequest=2024-10-29T00:28:33.159Z;CorrelationID=<empty>;ProxyState-Run=None;FEAuth=BEVersion-1942063563;ProxyState-Complete=PrepareServerRequest;SharedCacheGuard=0;EndRequest=2024-10-29T00:28:33.162Z;,,,|RoutingDB:10791a46-eb25-4734-97eb-95c9409a9363,,,CafeV1
2024-10-29T00:29:33.166Z,717fdaff-05e4-4890-9bd3-cfc0113bb137,15,1,2507,6,,Autodiscover,localhost,/AutoDiscover/,,Negotiate,true,PROJET\HealthMailboxcbd58cc,,Sid~S-1-5-21-451835877-3134526803-406827064-1134,AMProbe/Local/ClientAccess,::1,WIN-E7TT5KNP0R1,200,,,GET,Proxy,win-e7tt5knp0r1.projet.ma,15.01.2507.000,IntraForest,WindowsIdentity,,,,0,,,,1,0,,0,,0,,0,0,,0,2,0,,,,,,,,,0,0,0,,0,,1,1,,,,BeginRequest=2024-10-29T00:29:33.164Z;CorrelationID=<empty>;ProxyState-Run=None;FEAuth=BEVersion-1942063563;ProxyState-Complete=PrepareServerRequest;SharedCacheGuard=0;EndRequest=2024-10-29T00:29:33.166Z;,,,|RoutingDB:10791a46-eb25-4734-97eb-95c9409a9363,,,CafeV1
2024-10-29T00:30:33.223Z,0e0690df-c5ad-4dee-b60a-5957078e8277,15,1,2507,6,,Autodiscover,localhost,/AutoDiscover/,,Negotiate,true,PROJET\HealthMailboxcbd58cc,,Sid~S-1-5-21-451835877-3134526803-406827064-1134,AMProbe/Local/ClientAccess,127.0.0.1,WIN-E7TT5KNP0R1,200,,,GET,Proxy,win-e7tt5knp0r1.projet.ma,15.01.2507.000,IntraForest,WindowsIdentity,,,,0,,,,1,0,,0,,0,,0,0,,0,2,0,,,,,,,,,0,0,0,,0,,1,1,,,,BeginRequest=2024-10-29T00:30:33.221Z;CorrelationID=<empty>;ProxyState-Run=None;FEAuth=BEVersion-1942063563;ProxyState-Complete=PrepareServerRequest;SharedCacheGuard=0;EndRequest=2024-10-29T00:30:33.223Z;,,,|RoutingDB:10791a46-eb25-4734-97eb-95c9409a9363,,,CafeV1
